Date,num_bags,year,region
11/1/15,237105.47,2015,Denver
10/25/15,223824.71,2015,Denver
10/18/15,239193.51,2015,Denver
10/11/15,216495.03,2015,Denver
10/4/15,184827.7,2015,Denver
9/27/15,173509.24,2015,Denver
9/20/15,187898.66,2015,Denver
9/13/15,149626.22,2015,Denver
9/6/15,151435.78,2015,Denver
8/30/15,161467.42,2015,Denver
8/23/15,123397.31,2015,Denver
8/16/15,123499.57,2015,Denver
8/9/15,136451.77,2015,Denver
8/2/15,134187.27,2015,Denver
7/26/15,162596.91,2015,Denver
7/19/15,208462.46,2015,Denver
7/12/15,169338.72,2015,Denver
7/5/15,142805.6,2015,Denver
6/28/15,153136.3,2015,Denver
6/21/15,128296.93,2015,Denver
6/14/15,129731.23,2015,Denver
6/7/15,158078.11,2015,Denver
5/31/15,88434.22,2015,Denver
5/24/15,70664.14,2015,Denver
5/17/15,113999.04,2015,Denver
5/10/15,115631.98,2015,Denver
5/3/15,97967.31,2015,Denver
4/26/15,72694.91,2015,Denver
4/19/15,116877.94,2015,Denver
4/12/15,98979.25,2015,Denver
4/5/15,86002.58,2015,Denver
3/29/15,90116.63,2015,Denver
3/22/15,82484.5,2015,Denver
3/15/15,93526.66,2015,Denver
3/8/15,102365.18,2015,Denver
3/1/15,75911.22,2015,Denver
2/22/15,156112.59,2015,Denver
2/15/15,100261.58,2015,Denver
2/8/15,141257.84,2015,Denver
2/1/15,158602.93,2015,Denver
1/25/15,127364.97,2015,Denver
1/18/15,151308.9,2015,Denver
1/11/15,122524.21,2015,Denver
1/4/15,115559.9,2015,Denver
12/27/15,62067.48,2015,Detroit
12/20/15,51805.83,2015,Detroit
12/13/15,57504.44,2015,Detroit
12/6/15,54242.79,2015,Detroit
11/29/15,42282.8,2015,Detroit
11/22/15,55653.33,2015,Detroit
11/15/15,72836.93,2015,Detroit
11/8/15,53703.17,2015,Detroit
11/1/15,56532.65,2015,Detroit
10/25/15,42762.15,2015,Detroit
10/18/15,70322.58,2015,Detroit
10/11/15,73877.49,2015,Detroit
10/4/15,54175.41,2015,Detroit
9/27/15,46419.67,2015,Detroit
9/20/15,60966.23,2015,Detroit
9/13/15,70173.13,2015,Detroit
9/6/15,61933.21,2015,Detroit
8/30/15,68937.09,2015,Detroit
8/23/15,55181.73,2015,Detroit
8/16/15,74575.51,2015,Detroit
8/9/15,67447.96,2015,Detroit
8/2/15,72591.34,2015,Detroit
7/26/15,105548.2,2015,Detroit
7/19/15,73481.26,2015,Detroit
